CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
715644633,1,42,0,3,2,2,1,0,34,1,2,1,1528.0,820,708.0,0.908,5212,88,0.833,0.537
714600258,1,45,1,2,4,1,2,0,36,1,2,2,5945.0,2015,3930.0,0.815,3645,70,1.0,0.339
823566408,1,44,0,3,2,1,4,0,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0.0
708307533,1,42,1,2,5,1,2,0,30,1,2,3,3086.0,0,3086.0,0.808,4129,81,0.884,0.0
820085808,1,54,0,3,2,1,4,0,49,1,1,2,2598.0,1343,1255.0,0.637,4692,86,0.72,0.517
716685033,1,38,0,1,3,1,1,0,19,1,1,2,5559.0,1600,3959.0,0.716,5344,82,0.864,0.288
713063958,1,51,1,1,2,2,3,0,39,1,1,3,7562.0,1080,6482.0,0.561,5010,85,0.7,0.143
708371733,1,41,0,3,3,1,4,0,15,1,1,2,4662.0,0,4662.0,0.661,4931,81,0.841,0.0
780277458,1,52,0,2,2,2,4,0,38,2,2,3,2904.0,2517,387.0,0.586,4503,89,0.712,0.867
712968708,1,55,0,1,3,2,1,0,47,2,3,1,2343.0,1780,563.0,0.792,5167,78,0.773,0.76
721444758,1,47,0,2,0,1,4,0,36,1,3,3,2780.0,2216,564.0,0.826,4980,78,0.857,0.797
711448983,0,47,0,2,2,1,4,0,34,2,2,2,2234.0,2024,210.0,0.717,2313,37,0.321,0.906
712664658,0,35,0,1,2,2,4,0,30,2,2,2,1649.0,0,1649.0,0.683,2549,54,0.588,0.0
713726958,0,40,0,3,1,1,4,0,21,5,2,2,1728.0,0,1728.0,0.41,2191,38,0.357,0.0
716009883,1,41,0,1,2,2,1,0,28,1,3,1,8482.0,585,7897.0,0.624,4245,74,0.897,0.069
712715208,0,52,1,1,3,2,3,0,44,1,3,2,3770.0,0,3770.0,0.544,2387,51,0.5,0.0
716273133,1,41,0,3,2,1,4,0,36,2,2,3,1593.0,0,1593.0,0.61,4853,78,0.592,0.0
709927458,1,38,1,3,2,2,1,0,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147
715162608,0,48,0,2,2,2,4,0,41,4,2,3,2168.0,1323,845.0,0.687,2499,38,0.407,0.61
788719533,1,53,1,4,4,1,3,0,34,1,2,3,13679.0,0,13679.0,0.908,4060,61,1.346,0.0
715566408,1,45,0,3,1,1,4,0,36,1,2,2,2143.0,1479,664.0,0.708,4404,77,0.75,0.69
717359208,1,57,0,0,0,1,4,0,47,2,3,1,4945.0,1779,3166.0,0.536,4037,72,0.756,0.36
721410858,1,54,0,4,3,2,4,0,36,1,3,0,1921.0,1334,587.0,0.694,4512,90,0.765,0.694
779420583,1,45,0,4,2,2,4,0,33,2,1,3,3001.0,2055,946.0,0.838,4662,70,0.628,0.685
714222183,1,38,0,3,2,2,1,0,36,1,1,1,2132.0,1084,1048.0,0.767,4874,78,0.66,0.508
709079883,0,45,0,4,1,1,4,0,36,5,3,3,1663.0,1012,651.0,0.886,2729,38,0.52,0.609
713782608,1,46,0,4,2,2,1,0,36,1,3,1,2652.0,2386,266.0,0.766,5329,83,0.729,0.9
720236433,1,41,1,4,0,1,3,0,22,1,2,3,5037.0,1670,3367.0,0.787,4379,67,0.811,0.332
708341958,1,31,0,1,0,0,4,0,21,2,2,3,2061.0,1904,157.0,0.786,4480,86,0.87,0.924
780360558,1,33,0,1,2,1,4,0,20,2,2,2,1507.0,0,1507.0,0.723,4698,87,0.851,0.0
715012833,1,46,0,1,3,1,4,0,36,1,3,3,3073.0,2517,556.0,0.841,4858,77,0.974,0.819
719843958,1,46,1,2,2,1,0,0,34,2,3,3,1754.0,894,860.0,0.691,4874,79,0.837,0.51
767197983,1,52,0,2,3,2,4,0,45,1,1,1,4209.0,0,4209.0,0.856,5938,83,0.694,0.0
711874833,1,45,1,3,0,0,1,0,37,1,3,2,2449.0,0,2449.0,0.706,5497,88,0.63,0.0
714930333,0,39,1,3,0,1,3,0,30,2,3,3,4618.0,0,4618.0,0.717,2476,49,0.75,0.0
720989133,1,41,0,2,0,1,4,0,36,2,1,2,1654.0,1093,561.0,0.65,4596,82,0.822,0.661
720893958,1,49,0,4,5,2,4,0,36,1,3,3,1544.0,999,545.0,0.786,4215,53,1.12,0.647
769709058,1,60,1,1,5,2,2,0,54,1,2,1,3618.0,972,2646.0,0.578,4228,63,0.465,0.269
711005583,1,37,1,3,3,2,3,0,24,1,2,3,3437.0,1064,2373.0,0.851,5110,76,0.854,0.31
826548708,1,50,1,2,2,2,3,0,46,2,3,2,5965.0,622,5343.0,0.728,4637,91,0.655,0.104
711093408,1,46,0,2,1,1,4,0,33,2,3,1,2644.0,1517,1127.0,0.721,4815,83,0.804,0.574
712831908,1,59,0,1,0,1,1,0,49,2,2,1,3481.0,603,2878.0,0.692,4556,81,0.473,0.173
714181008,1,35,0,0,2,1,4,0,36,1,2,2,3019.0,1462,1557.0,0.718,4509,71,0.732,0.484
772346358,1,52,0,3,5,2,4,0,41,2,1,2,1801.0,0,1801.0,0.516,5047,79,0.756,0.0
717489033,0,27,0,0,3,2,4,0,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0.0
710969433,1,41,0,1,5,1,4,0,31,2,2,2,2909.0,1201,1708.0,0.729,4230,68,0.659,0.413
715807383,1,45,0,4,4,2,1,0,36,1,3,3,4688.0,0,4688.0,0.593,5248,89,0.745,0.0
711807333,1,37,0,2,0,2,4,0,26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0.0
714424533,0,41,0,4,2,1,4,0,36,6,2,2,1655.0,0,1655.0,0.496,2156,37,0.194,0.0
779536233,1,47,0,4,2,0,1,0,30,1,1,1,1438.3,601,837.3,1.0,4669,83,0.729,0.418
779890833,1,51,0,2,3,0,4,0,36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0.0
779837808,1,53,0,2,3,1,1,0,37,1,4,3,5182.0,2500,2682.0,0.869,5012,85,0.809,0.482
713748708,0,46,0,3,2,2,4,0,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0.0
709123908,1,43,0,2,2,1,1,0,36,2,3,2,4287.0,0,4287.0,0.807,4874,82,0.708,0.0
743800833,1,53,0,3,0,1,1,0,46,2,1,1,2304.0,1144,1160.0,0.772,4505,85,1.179,0.497
794054058,1,50,0,2,2,2,4,0,44,1,1,1,2765.0,0,2765.0,0.465,4010,59,0.513,0.0
815789883,1,46,0,3,0,2,4,0,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346
712177908,1,50,0,4,0,2,4,0,36,1,3,1,2446.0,1763,683.0,0.598,4310,75,0.875,0.721
793379058,1,48,0,3,2,2,4,0,42,2,2,1,2214.0,1025,1189.0,0.567,5084,82,0.745,0.463
712974558,1,56,0,2,0,2,4,0,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0
717409533,0,36,0,2,4,2,4,0,26,1,2,3,1821.0,1486,335.0,0.827,2824,43,0.387,0.816
712200033,1,44,0,4,3,2,4,0,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0
802795608,1,54,0,2,3,2,4,0,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367
787452333,0,39,0,1,3,1,4,0,25,2,2,1,2024.0,0,2024.0,0.801,2870,36,0.5,0.0
709520058,0,53,1,5,5,1,0,0,38,4,2,2,19138.0,0,19138.0,0.482,2028,43,0.303,0.0
819690933,1,56,1,1,2,2,3,0,51,2,3,1,16835.0,897,15938.0,0.767,4059,80,0.778,0.053
711800658,0,42,0,3,3,2,4,0,36,2,3,3,2145.0,0,2145.0,0.577,2465,42,0.355,0.0
717722958,1,43,1,3,5,1,3,0,36,1,3,2,4654.0,1349,3305.0,0.81,4277,71,0.69,0.29
712279683,0,44,1,3,2,1,2,0,36,2,3,3,9114.0,0,9114.0,0.654,2740,52,0.625,0.0
716606733,1,33,0,1,2,2,1,0,18,2,2,3,3043.0,2054,989.0,0.735,4833,85,0.667,0.675
716060358,1,53,0,2,2,1,1,0,45,2,2,2,4621.0,913,3708.0,0.917,4952,82,0.745,0.198
709158333,1,44,1,4,2,2,2,0,28,2,2,1,2758.0,461,2297.0,0.58,4244,96,0.778,0.167
721113333,1,54,0,0,2,1,4,0,36,1,2,3,1740.0,0,1740.0,0.811,4751,93,0.86,0.0
712855683,1,50,0,2,4,1,4,0,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399
715463133,1,40,1,5,3,2,0,0,31,1,1,3,34516.0,1427,33089.0,0.706,3699,64,0.488,0.041
709920258,1,41,0,3,2,0,1,0,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19
708959583,1,47,1,2,3,1,2,0,39,1,2,2,9389.0,727,8662.0,0.533,3415,84,0.556,0.077
712510833,1,44,1,3,0,1,1,0,30,2,3,3,9317.0,847,8470.0,0.765,4121,81,0.723,0.091
788502858,1,58,1,3,3,2,3,0,51,2,2,1,10021.0,1952,8069.0,0.699,4431,68,0.581,0.195
721139808,1,42,0,3,2,2,4,0,36,1,2,1,2344.0,1081,1263.0,0.619,3889,80,0.86,0.461
711375558,1,48,0,2,5,2,1,0,34,2,3,1,3072.0,1734,1338.0,0.754,4540,78,0.857,0.564
709362033,0,52,0,1,2,1,4,0,42,1,5,3,1471.0,0,1471.0,0.624,2253,48,0.455,0.0
719860308,0,42,0,2,2,1,4,0,36,2,3,3,1438.3,0,1438.3,0.663,2418,48,0.778,0.0
714443058,0,43,0,4,0,1,4,0,28,5,2,4,1484.0,0,1484.0,0.2,1664,39,0.5,0.0
716315508,0,37,0,3,4,1,1,0,36,2,2,5,3233.0,2517,716.0,0.0,1339,32,0.0,0.779
717651333,1,55,0,2,2,2,4,0,43,1,3,1,1745.0,1168,577.0,0.701,4562,67,0.634,0.669
710742408,1,53,0,2,0,1,4,0,43,2,1,3,2160.0,2057,103.0,0.858,4518,93,0.788,0.952
711968358,1,55,0,4,2,2,4,0,44,1,2,1,2638.0,1423,1215.0,0.551,4153,77,0.925,0.539
794227308,1,56,1,2,0,1,3,0,50,1,1,3,10214.0,1433,8781.0,0.64,4493,79,0.881,0.14
719845908,1,52,0,3,5,2,4,0,36,2,1,3,3240.0,0,3240.0,0.812,4803,83,0.804,0.0
720401658,0,53,0,3,2,2,4,0,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716
827442858,1,56,1,3,3,0,3,0,52,2,3,1,8111.0,2051,6060.0,0.999,3719,69,0.643,0.253
714484008,0,49,0,4,5,1,4,0,31,4,3,2,1567.0,0,1567.0,0.424,2138,41,0.577,0.0
719176308,0,43,1,3,0,0,3,0,32,6,3,2,7278.0,0,7278.0,0.618,2120,43,0.593,0.0
710838108,1,45,1,2,2,1,3,0,36,1,4,1,3081.0,2517,564.0,0.572,4317,72,0.714,0.817
713160258,1,54,0,2,2,1,4,0,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67
713785608,1,49,0,1,1,2,4,0,40,1,2,3,2960.0,0,2960.0,0.962,4918,63,0.75,0.0
789491058,1,43,0,4,2,1,4,0,34,2,3,1,1620.0,0,1620.0,0.73,4570,82,0.952,0.0
793736958,1,49,1,3,3,2,0,0,43,1,2,1,21680.0,1587,20093.0,0.605,4410,86,0.72,0.073
714202008,0,53,0,2,3,1,4,0,36,6,3,2,3918.0,2517,1401.0,0.47,2115,42,0.448,0.642
721479108,1,52,1,1,5,2,0,0,41,1,1,3,12764.0,0,12764.0,0.71,3332,64,0.882,0.0
715549158,1,29,0,1,2,1,4,0,36,2,2,0,1438.3,0,1438.3,0.734,4769,84,0.826,0.0
716165508,1,51,1,2,5,1,2,0,40,2,1,1,3559.0,0,3559.0,0.585,4498,94,0.649,0.0
710630583,1,47,1,3,3,2,2,0,39,2,1,1,2843.0,1752,1091.0,0.624,3738,77,0.604,0.616
709571958,1,58,0,2,2,2,4,0,47,1,1,2,2127.0,0,2127.0,0.735,4401,65,0.667,0.0
715904433,0,42,0,4,0,1,1,0,34,1,3,2,1695.0,0,1695.0,0.453,2055,46,0.314,0.0
709078908,1,48,0,3,3,2,4,0,32,1,2,3,2648.0,1539,1109.0,0.94,4926,89,0.816,0.581
717541308,1,61,0,2,2,2,4,0,45,2,2,3,2602.0,1441,1161.0,0.704,4838,85,0.735,0.554
714979383,1,56,1,3,2,2,2,0,46,1,2,2,1891.0,1134,757.0,0.636,5255,77,0.833,0.6
711691608,0,46,0,4,2,2,4,0,36,2,3,3,2881.0,2450,431.0,0.629,2450,49,0.531,0.85
788930358,1,42,0,4,0,2,1,0,28,2,2,2,2827.0,1896,931.0,0.739,3891,81,1.025,0.671
716351208,1,48,0,3,5,1,4,0,38,1,3,2,4095.0,2517,1578.0,0.57,4175,77,1.026,0.615
708266883,0,34,0,2,2,2,4,0,36,1,2,3,1666.0,0,1666.0,0.713,2312,35,0.25,0.0
718858683,1,42,0,1,2,1,4,0,36,2,3,2,1438.3,0,1438.3,0.665,4511,76,0.767,0.0
771617883,1,54,0,2,3,2,1,0,42,1,2,2,2205.0,1313,892.0,0.929,4904,82,0.673,0.595
718001508,1,41,0,3,2,1,4,0,29,1,1,2,2890.0,2150,740.0,0.657,4377,84,0.867,0.744
711722808,0,51,0,4,2,2,4,0,44,5,3,3,1483.0,0,1483.0,0.707,2520,40,0.429,0.0
772661808,1,56,1,3,2,1,0,0,46,2,1,2,7234.0,2055,5179.0,0.703,5051,83,0.66,0.284
713382558,1,57,0,3,0,2,4,0,42,1,1,2,2063.0,953,1110.0,0.868,4304,81,0.761,0.462
717596883,1,58,0,0,2,2,1,0,39,4,3,2,5530.0,1233,4297.0,0.859,5270,78,1.0,0.223
824763783,1,59,0,0,0,2,4,0,55,2,2,3,2645.0,1127,1518.0,0.623,4251,76,0.767,0.426
780265458,1,56,0,2,5,2,4,0,42,4,2,2,3495.0,1427,2068.0,0.563,4466,85,0.889,0.408
712171158,1,42,0,2,3,1,4,0,30,6,1,1,3124.0,0,3124.0,0.879,4986,79,0.795,0.0
787339158,0,56,1,1,2,1,3,0,50,3,6,3,8688.0,0,8688.0,0.426,2361,41,0.464,0.0
714848958,0,47,0,2,2,2,4,1,37,6,2,1,15109.0,897,14212.0,0.494,2315,43,0.303,0.059
714987633,1,42,1,3,2,1,2,0,36,2,2,3,4953.0,2039,2914.0,0.68,4026,53,0.828,0.412
717684858,1,50,1,3,5,2,0,0,38,6,3,3,22304.0,1333,20971.0,0.463,5002,60,0.5,0.06
767376483,1,27,0,1,0,1,4,0,20,5,3,3,1893.0,0,1893.0,0.691,5176,91,0.784,0.0
709901058,1,38,1,1,3,2,1,0,30,2,2,1,2232.0,1163,1069.0,0.557,4185,80,0.778,0.521
823149483,1,52,0,1,4,2,1,0,48,1,5,3,1766.0,0,1766.0,0.769,4643,76,0.617,0.0
780073158,1,59,1,0,3,2,4,0,44,2,1,1,3790.0,1149,2641.0,0.597,4455,85,0.604,0.303
779998083,1,33,1,3,3,1,1,0,23,1,2,3,6392.0,1429,4963.0,0.682,4069,66,0.737,0.224
816613158,1,48,0,1,1,1,4,0,43,2,3,1,2559.0,1514,1045.0,0.57,4117,69,0.643,0.592
770774133,1,53,1,3,2,2,3,3,39,1,2,3,34516.0,1198,33318.0,0.615,4826,70,0.667,0.035
712300683,1,41,0,1,2,2,4,0,32,2,2,1,1438.3,0,1438.3,0.824,4897,96,0.778,0.0
714536208,1,50,0,3,5,1,4,0,36,1,2,3,2473.0,1675,798.0,0.648,4203,73,0.872,0.677
784880958,1,34,0,4,2,2,1,0,28,2,3,1,4022.0,1680,2342.0,0.579,3776,84,0.826,0.418
713784558,1,59,0,1,2,2,1,0,36,1,2,3,3510.0,941,2569.0,0.717,4833,77,0.75,0.268
719305608,0,57,0,3,3,2,4,0,36,4,3,3,2347.0,1900,447.0,0.845,2447,47,0.621,0.81
708323208,0,49,0,3,5,1,4,0,36,4,2,4,1522.0,0,1522.0,0.482,2241,36,0.8,0.0
781183233,1,44,0,3,3,2,4,0,25,2,1,1,2085.0,1528,557.0,0.664,3805,79,0.795,0.733
779922183,1,52,0,1,3,1,4,0,36,2,2,2,2253.0,1981,272.0,0.55,4758,81,0.723,0.879
719449533,0,49,0,3,5,2,1,0,38,1,2,3,2655.0,2283,372.0,0.751,2386,49,0.485,0.86
712559058,1,54,1,0,3,2,3,0,45,1,3,2,20882.0,1525,19357.0,0.828,4765,76,0.767,0.073
717853233,1,41,1,2,0,1,3,0,31,1,1,3,3306.0,706,2600.0,0.814,4772,76,0.9,0.214
790069233,1,45,0,3,3,0,4,0,37,2,1,2,2052.0,0,2052.0,0.77,4289,72,0.674,0.0
794576058,1,42,1,3,2,1,3,0,26,1,2,3,8480.0,1339,7141.0,0.668,4070,76,0.49,0.158
714139308,1,53,1,3,5,1,2,0,42,2,5,1,1438.3,0,1438.3,0.895,4722,81,0.841,0.0
806634783,1,38,0,2,0,1,4,0,33,1,3,2,3420.0,1405,2015.0,0.843,4267,75,0.596,0.411
720101658,1,26,0,0,2,2,4,0,19,2,1,2,3416.0,1109,2307.0,0.783,4614,70,1.0,0.325
719925483,1,46,1,4,2,1,3,0,36,2,1,1,2171.0,1043,1128.0,0.7,4531,88,0.833,0.48
819214233,1,43,0,3,2,1,4,0,38,2,2,2,1530.0,0,1530.0,0.642,5138,84,0.68,0.0
713723433,1,52,0,4,3,2,4,0,44,1,1,3,5721.0,0,5721.0,0.57,4188,79,0.881,0.0
716961033,1,48,0,3,3,2,4,0,40,1,3,3,3520.0,2149,1371.0,0.539,3630,78,0.696,0.611
778819083,0,41,0,2,1,1,1,0,33,1,3,3,1604.0,0,1604.0,0.644,2264,47,0.516,0.0
714773508,0,54,0,1,2,1,1,0,46,6,4,3,1632.0,351,1281.0,0.721,2532,43,0.483,0.215
814181433,1,46,1,5,0,1,1,0,41,1,3,2,3914.0,1683,2231.0,0.636,4242,64,0.73,0.43
711984633,1,36,0,3,2,1,4,0,27,1,2,3,2328.0,1953,375.0,0.599,4373,89,0.935,0.839
780727833,1,51,0,3,3,2,4,0,41,1,4,3,3229.0,2517,712.0,0.622,4526,95,0.638,0.779
714320358,1,38,0,2,0,2,4,0,33,2,1,2,2569.0,1288,1281.0,1.009,4126,56,0.931,0.501
720700008,1,50,0,1,3,2,4,0,36,1,1,3,4517.0,2238,2279.0,0.625,4686,81,0.761,0.495
713027058,0,46,0,4,1,2,4,0,36,2,2,3,2292.0,0,2292.0,0.568,2595,31,0.409,0.0
778228458,1,52,0,3,5,2,4,0,42,2,3,3,2510.0,1928,582.0,1.043,4943,70,0.489,0.768
719821908,0,38,0,2,3,2,4,0,16,2,1,2,2703.0,0,2703.0,0.882,2752,43,0.433,0.0
720537633,1,44,0,3,1,1,4,0,36,2,3,1,3047.0,2139,908.0,0.842,4961,85,0.635,0.702
721164483,1,46,0,2,0,1,1,0,34,2,1,3,1441.0,642,799.0,0.563,4894,84,0.826,0.446
715447008,1,50,0,3,2,1,4,0,36,2,3,2,2999.0,1817,1182.0,0.678,5119,83,0.766,0.606
769676358,1,38,1,2,3,2,2,0,32,1,1,2,1438.3,1309,129.3,0.842,5066,76,0.9,0.91
710487033,1,44,0,2,3,1,1,0,28,2,3,3,1438.3,0,1438.3,0.926,4445,78,0.773,0.0
714197133,0,51,0,3,0,1,1,0,36,2,3,3,4762.0,0,4762.0,0.526,2811,52,0.3,0.0
784795083,1,31,0,1,3,0,4,0,25,2,1,3,1984.0,0,1984.0,1.05,4794,73,0.921,0.0
809844108,1,48,1,2,1,2,2,0,43,2,1,1,8086.0,0,8086.0,0.792,4775,78,0.66,0.0
711833508,1,47,1,2,3,2,1,0,27,2,3,2,1536.0,0,1536.0,0.913,4643,89,0.745,0.0
716279508,0,48,1,3,0,1,3,0,41,2,3,3,3430.0,2517,913.0,0.869,2639,46,0.643,0.734
771336783,1,51,0,3,3,2,4,0,38,1,3,2,1759.0,1345,414.0,0.61,4351,81,0.688,0.765
717502083,0,41,1,3,1,2,0,0,28,4,2,3,6314.0,0,6314.0,0.903,2718,44,0.63,0.0
711382458,0,43,1,5,2,1,2,0,38,2,3,5,1438.3,0,1438.3,0.713,2389,49,0.361,0.0
712190358,1,48,0,4,5,1,4,0,29,1,3,2,1843.0,1802,41.0,0.762,5199,73,0.738,0.978
788805858,1,49,1,3,0,0,1,0,31,2,3,1,2181.0,1218,963.0,0.758,4997,89,0.712,0.558
709102458,0,47,1,2,3,2,3,0,36,4,3,5,4754.0,0,4754.0,0.618,2607,41,0.367,0.0
712533708,1,43,1,0,3,2,3,0,36,2,2,2,11247.0,0,11247.0,0.63,4894,85,0.977,0.0
720326733,1,55,1,2,2,2,0,0,47,2,3,1,16258.0,865,15393.0,0.623,3761,58,0.657,0.053
713605908,1,49,1,3,2,1,0,0,37,1,1,1,34516.0,1316,33200.0,0.569,3863,69,0.643,0.038
711598533,1,43,1,1,3,1,2,0,36,1,2,3,4255.0,1729,2526.0,0.55,3607,75,0.471,0.406
795855258,1,48,0,4,0,2,4,0,42,2,3,2,1438.3,0,1438.3,0.707,5045,82,0.745,0.0
826783233,1,57,0,3,3,2,4,0,53,1,3,2,3029.0,2214,815.0,0.7,4750,89,0.978,0.731
785230083,1,50,1,2,5,2,2,0,44,1,2,1,3318.0,2349,969.0,0.883,4905,80,0.739,0.708
807946833,0,44,0,2,2,2,4,0,39,6,3,3,1791.0,0,1791.0,0.735,2771,36,0.5,0.0
711011508,1,43,0,3,2,2,4,0,35,1,3,2,1620.0,771,849.0,0.675,4387,91,0.655,0.476
718632933,1,58,0,1,0,2,4,0,46,1,5,1,1552.0,0,1552.0,0.762,4731,71,0.651,0.0
717284133,1,53,0,1,3,1,4,0,41,1,2,3,3472.0,2517,955.0,0.75,4520,84,0.68,0.725
711701058,1,48,0,4,2,1,4,3,36,2,2,3,10973.0,1466,9507.0,0.802,4892,94,0.593,0.134
717146208,0,59,0,1,2,2,4,0,51,1,4,4,4257.0,2517,1740.0,0.703,2828,50,1.083,0.591
719028783,1,42,0,1,2,1,4,0,29,2,3,3,3422.0,0,3422.0,0.506,4486,74,0.682,0.0
713274183,1,45,0,1,2,2,4,0,35,1,1,3,4977.0,1411,3566.0,0.652,4182,85,0.848,0.284
790139583,1,39,0,0,2,0,4,0,32,2,2,1,1438.3,801,637.3,1.155,4386,64,0.778,0.557
708753633,1,45,0,3,1,1,1,0,32,2,1,1,1438.3,0,1438.3,0.712,4462,77,0.638,0.0
710780883,1,48,0,5,5,2,1,0,38,1,2,3,2446.0,1461,985.0,0.86,4610,78,0.773,0.597
785237958,0,45,1,5,0,1,2,0,39,2,3,3,3439.0,0,3439.0,0.825,2661,35,0.296,0.0
711333933,1,56,0,3,4,2,1,0,36,2,1,1,3005.0,1660,1345.0,0.88,4586,72,0.756,0.552
710797833,1,50,0,5,2,1,4,0,30,1,3,2,2033.0,841,1192.0,0.717,4360,95,0.696,0.414
708876183,1,51,1,1,3,2,2,3,43,2,3,2,28673.0,0,28673.0,0.537,3722,69,0.725,0.0
712660308,0,44,0,1,3,2,4,0,36,2,3,3,1895.0,0,1895.0,0.736,2472,40,0.429,0.0
715958583,1,56,0,2,3,1,4,0,43,1,2,2,2041.0,1158,883.0,0.563,3588,63,0.432,0.567
771546708,1,46,0,2,2,2,4,0,34,2,2,1,1438.3,0,1438.3,0.74,5013,81,1.025,0.0
711252258,1,54,0,1,3,2,4,0,36,1,3,2,1572.0,985,587.0,0.745,4148,54,0.862,0.627
708824958,1,50,0,4,3,2,4,0,42,2,1,2,1460.0,0,1460.0,0.682,4265,63,0.615,0.0
819612933,1,52,1,3,2,2,3,0,47,1,3,3,25410.0,0,25410.0,0.559,5472,70,0.591,0.0
712804383,1,56,0,0,0,1,4,0,38,1,1,2,2143.0,1194,949.0,0.49,4684,82,0.907,0.557
790149483,1,42,1,3,5,2,1,0,35,2,3,3,8566.0,1484,7082.0,0.807,4195,89,0.854,0.173
712121508,1,43,1,3,5,2,2,0,30,1,2,0,1438.3,0,1438.3,0.751,5200,89,0.679,0.0
778853358,1,59,0,0,0,2,4,0,40,1,3,3,3297.0,0,3297.0,0.861,4783,91,0.685,0.0
716512383,1,39,0,2,3,1,4,0,36,1,3,1,2816.0,2517,299.0,0.742,4817,87,0.776,0.894
712144158,0,53,0,1,2,2,4,0,48,6,6,3,2370.0,1166,1204.0,0.562,2164,45,0.607,0.492
824560758,0,35,0,3,2,2,4,0,31,1,3,4,1678.0,0,1678.0,0.676,2475,61,0.694,0.0
757710783,0,36,0,1,2,1,4,0,29,4,2,3,1493.0,0,1493.0,0.721,2516,63,0.575,0.0
710481333,0,50,0,4,3,1,4,0,36,5,3,5,2690.0,1614,1076.0,0.513,2272,57,0.541,0.6
713759583,1,54,0,3,3,1,4,0,36,1,1,1,3173.0,1822,1351.0,0.801,4883,71,0.614,0.574
717547383,1,43,0,2,2,1,4,0,32,2,3,1,2890.0,1392,1498.0,0.736,4233,77,0.791,0.482
710044308,1,40,0,4,2,2,1,0,27,2,2,2,2625.0,1594,1031.0,0.544,2480,47,0.567,0.607
757685733,1,43,0,2,2,2,4,0,36,1,2,2,3226.0,2145,1081.0,0.644,5066,75,0.786,0.665
796029483,1,49,0,3,2,1,4,0,43,2,3,2,2174.0,785,1389.0,0.657,3890,78,0.66,0.361
713872008,1,49,0,1,3,1,4,0,42,1,3,1,2215.0,1347,868.0,0.655,4656,72,0.636,0.608
710643183,1,42,0,2,3,2,4,0,23,2,2,3,3172.0,1160,2012.0,0.588,4163,83,0.804,0.366
779859558,0,54,0,3,3,1,4,0,38,2,2,4,2452.0,1012,1440.0,0.46,2398,29,0.318,0.413
798238008,1,36,0,2,5,1,4,0,30,2,1,2,5070.0,0,5070.0,0.536,4644,85,0.771,0.0
811974483,1,56,1,2,2,2,1,0,51,1,3,1,1466.0,723,743.0,0.793,5110,86,0.593,0.493
778471758,1,52,0,2,2,1,4,0,37,1,3,3,2427.0,2362,65.0,0.67,4663,85,0.771,0.973
718513233,1,59,1,2,2,2,0,0,48,1,3,3,17999.0,1861,16138.0,0.791,4740,78,0.95,0.103
718147233,1,44,0,1,3,1,1,0,31,2,2,3,4553.0,1538,3015.0,0.514,4999,95,0.557,0.338
711438033,1,57,0,1,2,1,4,0,45,1,3,2,1894.0,0,1894.0,0.731,5750,73,0.872,0.0
712253058,1,48,0,3,3,1,4,0,40,1,2,1,2097.0,1255,842.0,0.61,4189,83,0.976,0.598
713519508,1,47,1,4,3,0,2,0,36,1,1,1,1983.0,989,994.0,0.726,5065,80,0.667,0.499
710110683,1,52,1,2,0,1,2,0,36,1,1,3,7879.0,1007,6872.0,0.726,4844,83,0.976,0.128
720260433,1,46,0,3,3,1,1,0,34,2,3,2,3336.0,1687,1649.0,0.645,5577,95,0.759,0.506
714148758,1,34,0,2,4,1,4,0,27,2,3,3,1726.0,1398,328.0,1.009,5228,68,0.7,0.81
715522233,1,45,0,3,1,2,4,0,27,1,6,3,2917.0,1523,1394.0,0.724,4878,92,0.804,0.522
714943233,1,49,1,2,1,1,1,0,31,2,2,2,1915.0,1545,370.0,0.775,3911,80,0.778,0.807
708952758,1,41,0,3,0,1,4,0,35,2,1,2,2066.0,1542,524.0,0.71,4887,76,0.617,0.746
721374033,1,53,0,1,3,1,1,0,39,2,3,3,2164.0,1115,1049.0,0.624,4341,69,0.643,0.515
